policy,k,h,H,ell_o,ell_s,C,D,Omega,Lambda,chi,gamma,gamma_real,C_shock,chi_shock_fluid,R,event_fraction,mean_T_tilde,mean_shock_delay,median_shock_delay,q90_shock_delay,q95_shock_delay,q99_shock_delay,ES95_shock_delay,prob_delay_ge_one_window,prob_negative_delay,mean_shock_blocked_fraction,prob_any_shock_block,mean_productive_A_shock,mean_productive_B_shock,mean_architecture_advantage_tilde,diffuse_mean_shock_delay,diffuse_q95_shock_delay,diffuse_ES95_shock_delay,diffuse_prob_negative_delay,q95_resilience_contrast,ES95_resilience_contrast
uniform,7,0.466666666666667,0.217777777777778,0.7,0.9,60,36,0.6,2.4,1.44,0.5,0.5,30,2.88,1000,1,81.799,12.775,12.0,20.0,21.0,25.0,22.657894736842106,0,0,0.5165833333333334,1,13.744,13.724,-9.771,9.772,16.0,17.865384615384617,0,5.0,4.7925101214574894
uniform,7,0.466666666666667,0.217777777777778,0.7,0.9,60,36,0.6,2.4,1.44,0.4,0.4,24,3.6,1000,1,84.827,15.803,15.0,23.0,25.0,29.0,26.793650793650794,0.001,0,0.5983055555555555,1,11.287,11.293,-11.185,14.214,21.0,22.774647887323944,0,4.0,4.01900290632685
uniform,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,0.6,2.4,1.44,1.0,1.0,60,1.44,1000,1,63.166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.2535833333333333,1,23.241,23.142,-18.632,0.0,0.0,0.0,0,0.0,0.0
uniform,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,0.6,2.4,1.44,0.8,0.8,48,1.8,1000,1,69.931,6.765,5.0,14.0,16.0,18.0,17.0,0,0,0.36033333333333334,1,19.694,19.619,-12.992,1.125,4.0,4.821782178217822,0,12.0,12.178217821782178
uniform,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,0.6,2.4,1.44,0.6,0.6,36,2.4,1000,1,76.163,12.997,13.0,20.0,21.0,24.0,22.154929577464788,0,0,0.47394444444444445,1,15.952,15.882,-11.357,5.722,11.0,12.34920634920635,0,10.0,9.805723228258438
uniform,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,0.6,2.4,1.44,0.5,0.5,30,2.88,1000,1,78.012,14.846,15.0,21.0,23.0,26.0,24.403508771929825,0,0,0.5146111111111111,1,14.637,14.566,-13.558,9.772,16.0,17.865384615384617,0,7.0,6.538124156545209
uniform,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,0.6,2.4,1.44,0.4,0.4,24,3.6,1000,1,81.335,18.169,19.0,25.0,26.0,29.0,27.546875,0,0,0.5971388888888889,1,11.976,11.892,-14.677,14.214,21.0,22.774647887323944,0,5.0,4.772227112676056
uniform,9,0.6,0.36,0.7,0.7,60,36,0.6,2.8,1.68,1.0,1.0,60,1.68,1000,1,76.054,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.3596666666666667,1,16.174,16.168,-5.744,0.0,0.0,0.0,0,0.0,0.0
uniform,9,0.6,0.36,0.7,0.7,60,36,0.6,2.8,1.68,0.8,0.8,48,2.1,1000,1,81.392,5.338,4.0,11.0,17.0,21.0,19.150943396226417,0,0,0.46358333333333335,1,13.538,13.567,-1.531,1.125,4.0,4.821782178217822,0,13.0,14.329161218008595
uniform,9,0.6,0.36,0.7,0.7,60,36,0.6,2.8,1.68,0.6,0.6,36,2.8,1000,1,86.035,9.981,8.0,20.0,23.0,28.0,25.745454545454546,0,0,0.5716111111111112,1,10.825,10.843,-1.485,5.722,11.0,12.34920634920635,0,12.0,13.396248196248196
uniform,9,0.6,0.36,0.7,0.7,60,36,0.6,2.8,1.68,0.5,0.5,30,3.36,1000,1,87.739,11.685,10.0,22.0,26.0,31.0,28.807692307692307,0,0,0.6078611111111111,1,9.936,9.896,-3.831,9.772,16.0,17.865384615384617,0,10.0,10.94230769230769
uniform,9,0.6,0.36,0.7,0.7,60,36,0.6,2.8,1.68,0.4,0.4,24,4.2,1000,1,91.747,15.693,13.0,28.0,31.0,36.0,33.30909090909091,0.011,0,0.6810833333333333,1,8.061,8.094,-4.265,14.214,21.0,22.774647887323944,0,10.0,10.534443021766968
uniform,9,0.6,0.36,0.7,0.9,60,36,0.6,2.8,1.68,1.0,1.0,60,1.68,1000,1,56.982,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.35836111111111113,1,19.167,19.095,-24.816,0.0,0.0,0.0,0,0.0,0.0
uniform,9,0.6,0.36,0.7,0.9,60,36,0.6,2.8,1.68,0.8,0.8,48,2.1,1000,1,66.467,9.485,7.0,19.0,20.0,23.0,21.135802469135804,0,0,0.4620555555555555,1,15.955,15.906,-16.456,1.125,4.0,4.821782178217822,0,16.0,16.31402029091798
uniform,9,0.6,0.36,0.7,0.9,60,36,0.6,2.8,1.68,0.6,0.6,36,2.8,1000,1,75.034,18.052,20.0,24.0,26.0,27.0,26.444444444444443,0,0,0.5695,1,12.677,12.644,-12.486,5.722,11.0,12.34920634920635,0,15.0,14.095238095238093
uniform,9,0.6,0.36,0.7,0.9,60,36,0.6,2.8,1.68,0.5,0.5,30,3.36,1000,1,77.052,20.07,22.0,26.0,27.0,28.0,27.60759493670886,0,0,0.6058055555555556,1,11.567,11.539,-14.518,9.772,16.0,17.865384615384617,0,11.0,9.742210321324244
uniform,9,0.6,0.36,0.7,0.9,60,36,0.6,2.8,1.68,0.4,0.4,24,4.2,1000,1,80.041,23.059,24.0,29.0,30.0,32.0,30.859375,0.001,0,0.6793333333333332,1,9.315,9.301,-15.971,14.214,21.0,22.774647887323944,0,9.0,8.084727112676056
uniform,9,0.6,0.36,0.7,1.0,60,36,0.6,2.8,1.68,1.0,1.0,60,1.68,1000,1,51.026,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.359,1,20.556,20.688,-30.772,0.0,0.0,0.0,0,0.0,0.0
uniform,9,0.6,0.36,0.7,1.0,60,36,0.6,2.8,1.68,0.8,0.8,48,2.1,1000,1,56.487,5.461,4.0,10.0,14.0,21.0,18.224137931034484,0,0,0.46236111111111106,1,17.105,17.213,-26.436,1.125,4.0,4.821782178217822,0,10.0,13.402355752816662
uniform,9,0.6,0.36,0.7,1.0,60,36,0.6,2.8,1.68,0.6,0.6,36,2.8,1000,1,67.296,16.27,18.0,24.0,25.0,27.0,25.6625,0,0,0.57025,1,13.531,13.609,-20.224,5.722,11.0,12.34920634920635,0,14.0,13.313293650793652
uniform,9,0.6,0.36,0.7,1.0,60,36,0.6,2.8,1.68,0.5,0.5,30,3.36,1000,1,70.833,19.807,22.0,26.0,27.0,28.0,27.57894736842105,0,0,0.6072777777777778,1,12.311,12.381,-20.737,9.772,16.0,17.865384615384617,0,11.0,9.713562753036435
uniform,9,0.6,0.36,0.7,1.0,60,36,0.6,2.8,1.68,0.4,0.4,24,4.2,1000,1,76.116,25.09,25.0,29.0,30.0,31.0,30.59375,0,0,0.6810833333333333,1,9.858,9.915,-19.896,14.214,21.0,22.774647887323944,0,9.0,7.819102112676056
uniform,15,1.0,1.0,0.7,0.7,60,36,0.6,4.0,2.4,1.0,1.0,60,2.4,1000,1,42.675,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.583333333333333,1,10.477,10.479,-39.123,0.0,0.0,0.0,0,0.0,0.0
uniform,15,1.0,1.0,0.7,0.7,60,36,0.6,4.0,2.4,0.8,0.8,48,3.0,1000,1,46.068,3.393,3.0,5.0,6.0,25.0,11.048192771084338,0,0,0.666666666666667,1,8.386,8.403,-36.855,1.125,4.0,4.821782178217822,0,2.0,6.226410592866516
uniform,15,1.0,1.0,0.7,0.7,60,36,0.6,4.0,2.4,0.6,0.6,36,4.0,1000,1,51.382,8.707,6.0,27.0,30.0,33.0,31.61111111111111,0.001,0,0.75,1,6.311,6.338,-36.138,5.722,11.0,12.34920634920635,0,19.0,19.26190476190476
uniform,15,1.0,1.0,0.7,0.7,60,36,0.6,4.0,2.4,0.5,0.5,30,4.8,1000,1,54.353,11.678,7.0,30.0,32.0,35.0,33.484848484848484,0.009,0,0.777777777777778,1,5.617,5.624,-37.217,9.772,16.0,17.865384615384617,0,16.0,15.619463869463868
uniform,15,1.0,1.0,0.7,0.7,60,36,0.6,4.0,2.4,0.4,0.4,24,6.0,1000,1,61.433,18.758,11.0,34.0,35.0,38.0,36.44615384615385,0.042,0,0.833333333333333,1,4.206,4.24,-34.579,14.214,21.0,22.774647887323944,0,14.0,13.671505958829904
uniform,15,1.0,1.0,0.7,0.9,60,36,0.6,4.0,2.4,1.0,1.0,60,2.4,1000,1,30.959,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4083333333333331,0.7,13.457,13.444,-50.839,0.0,0.0,0.0,0,0.0,0.0
uniform,15,1.0,1.0,0.7,0.9,60,36,0.6,4.0,2.4,0.8,0.8,48,3.0,1000,1,40.27,9.311,3.0,24.0,25.0,26.0,25.210526315789473,0,0,0.666666666666667,1,10.821,10.787,-42.653,1.125,4.0,4.821782178217822,0,21.0,20.38874413757165
uniform,15,1.0,1.0,0.7,0.9,60,36,0.6,4.0,2.4,0.6,0.6,36,4.0,1000,1,43.237,12.278,6.0,28.0,28.0,30.0,28.39072847682119,0,0,0.75,1,8.125,8.094,-44.283,5.722,11.0,12.34920634920635,0,17.0,16.04152212761484
uniform,15,1.0,1.0,0.7,0.9,60,36,0.6,4.0,2.4,0.5,0.5,30,4.8,1000,1,44.241,13.282,7.0,29.0,30.0,31.0,30.262295081967213,0,0,0.777777777777778,1,7.22,7.191,-47.329,9.772,16.0,17.865384615384617,0,14.0,12.396910466582597
uniform,15,1.0,1.0,0.7,0.9,60,36,0.6,4.0,2.4,0.4,0.4,24,6.0,1000,1,46.233,15.274,9.0,31.0,32.0,33.0,32.30555555555556,0,0,0.833333333333333,1,5.424,5.401,-49.779,14.214,21.0,22.774647887323944,0,11.0,9.530907668231613
uniform,15,1.0,1.0,0.7,1.0,60,36,0.6,4.0,2.4,1.0,1.0,60,2.4,1000,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,14.0,14.0,-67.798,0.0,0.0,0.0,0,0.0,0.0
uniform,15,1.0,1.0,0.7,1.0,60,36,0.6,4.0,2.4,0.8,0.8,48,3.0,1000,1,38.0,24.0,24.0,24.0,24.0,24.0,24.0,0,0,0.666666666666667,1,12.0,12.0,-44.923,1.125,4.0,4.821782178217822,0,20.0,19.178217821782177
uniform,15,1.0,1.0,0.7,1.0,60,36,0.6,4.0,2.4,0.6,0.6,36,4.0,1000,1,41.0,27.0,27.0,27.0,27.0,27.0,27.0,0,0,0.75,1,9.0,9.0,-46.52,5.722,11.0,12.34920634920635,0,16.0,14.65079365079365
uniform,15,1.0,1.0,0.7,1.0,60,36,0.6,4.0,2.4,0.5,0.5,30,4.8,1000,1,42.0,28.0,28.0,28.0,28.0,28.0,28.0,0,0,0.777777777777778,1,8.0,8.0,-49.57,9.772,16.0,17.865384615384617,0,12.0,10.134615384615383
uniform,15,1.0,1.0,0.7,1.0,60,36,0.6,4.0,2.4,0.4,0.4,24,6.0,1000,1,44.0,30.0,30.0,30.0,30.0,30.0,30.0,0,0,0.833333333333333,1,6.0,6.0,-52.012,14.214,21.0,22.774647887323944,0,9.0,7.225352112676056
