policy,Omega,k,h,H,ell_o,ell_s,C,D,Lambda,chi,regime,ell_star,T_theory_concentrated,T_theory_diffuse,theory_architecture_advantage,R,event_fraction_capacity,event_fraction_free,event_fraction_diffuse,rmst_capacity,rmst_free,rmst_diffuse_capacity,rmst_capacity_penalty,rmst_architecture_advantage,mean_row_capacity_penalty,mean_row_architecture_advantage,mean_T_observed,median_T_observed,q90_T_observed,q95_T_observed,mean_blocked_fraction,prob_any_block,mean_first_block_attempt_conditional,mean_windows_started
matched,1.5,4,0.266666666666667,0.0711111111111111,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,92.6589890226387,107.92170942246202,-15.2627203998236,200,1.0,1.0,1.0,96.845,66.89,112.73,29.955,-15.885000000000005,29.955,-15.885,96.845,98.0,104.0,108.04999999999998,0.32036741455202006,1.0,44.13,1.92
matched,1.5,7,0.466666666666667,0.217777777777778,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,59.7786678920784,107.92170942246202,-48.1430415303839,200,1.0,1.0,1.0,89.44,62.79,112.73,26.65,-23.290000000000006,26.65,-23.29,89.44,93.0,100.0,102.0,0.30132625954502934,1.0,42.415,1.715
matched,1.5,7,0.466666666666667,0.217777777777778,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,55.2511126638274,107.92170942246202,-52.6705967586349,200,1.0,1.0,1.0,76.445,57.995,112.73,18.449999999999996,-36.28500000000001,18.45,-36.285,76.445,75.5,94.0,96.0,0.22964415287475132,0.98,42.16326530612245,1.36
matched,1.5,7,0.466666666666667,0.217777777777778,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,51.5637832292123,107.92170942246202,-56.35792619325,200,1.0,1.0,1.0,63.935,54.285,112.73,9.650000000000006,-48.795,9.65,-48.795,63.935,60.0,88.1,92.0,0.1394063278906071,0.91,41.30769230769231,1.075
matched,1.5,7,0.466666666666667,0.217777777777778,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,48.4953351028708,107.92170942246202,-59.4263743195915,200,1.0,1.0,1.0,56.49,50.885,112.73,5.605000000000004,-56.24,5.605,-56.24,56.49,54.0,68.1,73.04999999999998,0.09023424820848486,0.81,40.092592592592595,1.02
matched,1.5,8,0.533333333333333,0.284444444444444,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,54.0209992061136,107.92170942246202,-53.9007102163487,200,1.0,1.0,1.0,72.535,56.985,112.73,15.549999999999997,-40.19500000000001,15.55,-40.195,72.535,67.0,94.0,97.0,0.1978393546339789,0.97,40.922680412371136,1.28
matched,1.5,8,0.533333333333333,0.284444444444444,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,49.3067941070876,107.92170942246202,-58.6149153153747,200,1.0,1.0,1.0,56.825,51.705,112.73,5.1200000000000045,-55.905,5.12,-55.905,56.825,54.0,67.1,73.09999999999997,0.08780250296331482,0.865,39.51445086705202,1.025
matched,1.5,8,0.533333333333333,0.284444444444444,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,45.4664317874085,107.92170942246202,-62.4552776350538,200,1.0,1.0,1.0,50.33,47.655,112.73,2.674999999999997,-62.400000000000006,2.675,-62.4,50.33,49.0,58.0,61.0,0.055870216809714754,0.75,37.96666666666667,1.0
matched,1.5,8,0.533333333333333,0.284444444444444,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,42.266590859071606,107.92170942246202,-65.6551185633907,200,1.0,1.0,1.0,46.18,44.315,112.73,1.865000000000002,-66.55000000000001,1.865,-66.55,46.18,46.0,52.0,53.0,0.04073102083100354,0.64,36.578125,1.0
matched,1.5,9,0.6,0.36,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,47.715970158315,107.92170942246202,-60.2057392641473,200,1.0,1.0,1.0,54.945,50.37,112.73,4.575000000000003,-57.785000000000004,4.575,-57.785,54.945,52.0,66.0,76.54999999999981,0.07940592209577027,0.83,38.3855421686747,1.045
matched,1.5,9,0.6,0.36,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,42.9724356826955,107.92170942246202,-64.9492737397668,200,1.0,1.0,1.0,46.595,44.94,112.73,1.6550000000000011,-66.135,1.655,-66.135,46.595,46.0,54.0,56.0,0.041755098284190634,0.675,36.148148148148145,1.0
matched,1.5,9,0.6,0.36,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,39.1316984795049,107.92170942246202,-68.7900109429574,200,1.0,1.0,1.0,41.915,40.895,112.73,1.019999999999996,-70.815,1.02,-70.815,41.915,41.0,46.099999999999994,48.04999999999998,0.02828013207880842,0.515,34.1747572815534,1.0
matched,1.5,9,0.6,0.36,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,35.9495786041407,107.92170942246202,-71.9721308183216,200,1.0,1.0,1.0,37.885,37.36,112.73,0.5249999999999986,-74.845,0.525,-74.845,37.885,37.0,41.099999999999994,43.0,0.018217589444860845,0.385,32.506493506493506,1.0
matched,1.5,10,0.666666666666667,0.444444444444444,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,41.3363113883861,107.92170942246202,-66.5853980340762,200,1.0,1.0,1.0,45.475,44.01,112.73,1.4650000000000034,-67.255,1.465,-67.255,45.475,45.0,52.099999999999994,55.0,0.038444228790882676,0.61,34.19672131147541,1.0
matched,1.5,10,0.666666666666667,0.444444444444444,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,36.7784911646231,107.92170942246202,-71.1432182578392,200,1.0,1.0,1.0,39.435,38.68,112.73,0.7550000000000026,-73.295,0.755,-73.295,39.435,39.0,45.0,47.0,0.02405946087267947,0.43,30.872093023255815,1.0
matched,1.5,10,0.666666666666667,0.444444444444444,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,33.1291095000415,107.92170942246202,-74.7925999224208,200,1.0,1.0,1.0,35.07,34.62,112.73,0.45000000000000284,-77.66,0.45,-77.66,35.07,35.0,39.0,41.0,0.016264770737960357,0.32,28.6875,1.0
matched,1.5,10,0.666666666666667,0.444444444444444,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,30.1367937977557,107.92170942246202,-77.7849156247066,200,1.0,1.0,1.0,31.665,31.46,112.73,0.2049999999999983,-81.065,0.205,-81.065,31.665,31.0,34.0,36.0,0.01177342555071819,0.21,25.714285714285715,1.0
matched,1.5,11,0.733333333333333,0.537777777777778,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,35.3721982243951,107.92170942246202,-72.5495111980672,200,1.0,1.0,1.0,38.285,37.715,112.73,0.5699999999999932,-74.44500000000001,0.57,-74.445,38.285,37.5,44.099999999999994,46.0,0.025722437682363465,0.45,28.788888888888888,1.0
matched,1.5,11,0.733333333333333,0.537777777777778,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,31.183534794890896,107.92170942246202,-76.7381746275714,200,1.0,1.0,1.0,33.875,33.425,112.73,0.45000000000000284,-78.855,0.45,-78.855,33.875,33.0,39.0,41.0,0.019266287308580578,0.335,25.895522388059703,1.0
matched,1.5,11,0.733333333333333,0.537777777777778,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,27.8685970271181,107.92170942246202,-80.0531123953442,200,1.0,1.0,1.0,30.14,29.84,112.73,0.3000000000000007,-82.59,0.3,-82.59,30.14,30.0,34.0,36.0,0.015427110207344932,0.295,24.983050847457626,1.0
matched,1.5,11,0.733333333333333,0.537777777777778,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,25.1783334140237,107.92170942246202,-82.7433760084386,200,1.0,1.0,1.0,26.75,26.65,112.73,0.10000000000000142,-85.98,0.1,-85.98,26.75,26.5,29.0,30.0,0.01007959519135131,0.195,22.17948717948718,1.0
matched,1.5,13,0.866666666666667,0.751111111111111,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,25.7185270952505,107.92170942246202,-82.20318232721179,200,1.0,1.0,1.0,28.545,28.265,112.73,0.28000000000000114,-84.185,0.28,-84.185,28.545,28.0,33.0,35.0,0.01971847726108056,0.395,21.569620253164558,1.0
matched,1.5,13,0.866666666666667,0.751111111111111,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,22.4602896268334,107.92170942246202,-85.4614197956289,200,1.0,1.0,1.0,24.685,24.51,112.73,0.17499999999999716,-88.045,0.175,-88.045,24.685,24.5,28.0,29.0,0.014372088546413885,0.295,19.661016949152543,1.0
matched,1.5,13,0.866666666666667,0.751111111111111,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,19.9178236487387,107.92170942246202,-88.0038857737236,200,1.0,1.0,1.0,21.63,21.505,112.73,0.125,-91.10000000000001,0.125,-91.1,21.63,21.5,25.0,25.0,0.011716820136385354,0.21,17.714285714285715,1.0
matched,1.5,13,0.866666666666667,0.751111111111111,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,17.8785039691502,107.92170942246202,-90.0432054533121,200,1.0,1.0,1.0,19.065,19.005,112.73,0.060000000000002274,-93.665,0.06,-93.665,19.065,19.0,21.0,21.0,0.007685464897421419,0.13,15.5,1.0
matched,1.5,15,1.0,1.0,0.7,0.7,60,90,1.0,1.5,structural_win,0.7,19.0634947267608,107.92170942246202,-88.8582146957015,200,1.0,1.0,1.0,21.825,21.825,112.73,0.0,-90.905,0.0,-90.905,21.825,21.5,26.0,27.0,0.0,0.0,nan,1.0
matched,1.5,15,1.0,1.0,0.7,0.8,60,90,1.0,1.5,structural_win,0.7,16.6104561408793,107.92170942246202,-91.311253281583,200,1.0,1.0,1.0,18.785,18.785,112.73,0.0,-93.94500000000001,0.0,-93.945,18.785,19.0,21.0,22.0,0.0,0.0,nan,1.0
matched,1.5,15,1.0,1.0,0.7,0.9,60,90,1.0,1.5,structural_win,0.7,14.7023574843115,107.92170942246202,-93.2193519381508,200,1.0,1.0,1.0,16.355,16.355,112.73,0.0,-96.375,0.0,-96.375,16.355,16.0,18.0,19.0,0.0,0.0,nan,1.0
matched,1.5,15,1.0,1.0,0.7,1.0,60,90,1.0,1.5,structural_win,0.7,13.1757146767632,107.92170942246202,-94.7459947456991,200,1.0,1.0,1.0,14.0,14.0,112.73,0.0,-98.73,0.0,-98.73,14.0,14.0,14.0,14.0,0.0,0.0,nan,1.0
uniform,0.6,4,0.266666666666667,0.0711111111111111,0.7,0.7,60,36,1.8,1.08,structural_win,0.7,75.5917501029568,77.9217094224296,-2.32995931947274,200,1.0,1.0,1.0,81.175,75.515,81.825,5.659999999999997,-0.6500000000000057,5.66,-0.65,81.175,80.0,90.0,92.04999999999998,0.07397178336807045,0.965,36.73056994818653,2.92
uniform,0.6,4,0.266666666666667,0.0711111111111111,0.7,0.8,60,36,1.8,1.08,structural_win,0.7,71.3470774726011,77.9217094224296,-6.574631949828469,200,1.0,1.0,1.0,76.91,71.595,81.825,5.314999999999998,-4.915000000000006,5.315,-4.915,76.91,77.0,86.0,88.04999999999998,0.07531094987751508,0.94,35.90425531914894,2.76
uniform,0.6,4,0.266666666666667,0.0711111111111111,0.7,0.9,60,36,1.8,1.08,structural_win,0.7,66.9263854938763,77.9217094224296,-10.9953239285533,200,1.0,1.0,1.0,73.21,68.635,81.825,4.574999999999989,-8.615000000000009,4.575,-8.615,73.21,73.0,81.0,85.04999999999998,0.0738401188854131,0.905,34.61878453038674,2.545
uniform,0.6,4,0.266666666666667,0.0711111111111111,0.7,1.0,60,36,1.8,1.08,structural_win,0.7,64.3930890530125,77.9217094224296,-13.5286203694171,200,1.0,1.0,1.0,70.13,66.3,81.825,3.8299999999999983,-11.695000000000007,3.83,-11.695,70.13,69.0,79.0,82.0,0.070377409835994,0.875,33.53142857142857,2.375
uniform,0.6,7,0.466666666666667,0.217777777777778,0.7,0.7,60,36,2.4,1.44,competence_rescuable,0.706968745589256,78.2719142232709,77.9217094224296,0.350204800841311,200,1.0,1.0,1.0,80.99,62.94,81.825,18.049999999999997,-0.835000000000008,18.05,-0.835,80.99,81.0,89.0,91.0,0.22392367187680912,1.0,24.175,2.955
uniform,0.6,7,0.466666666666667,0.217777777777778,0.7,0.8,60,36,2.4,1.44,competence_rescuable,0.706968745589256,73.7252447319152,77.9217094224296,-4.1964646905144,200,1.0,1.0,1.0,74.905,58.18,81.825,16.725,-6.920000000000002,16.725,-6.92,74.905,76.0,83.0,86.0,0.22319736058201464,1.0,24.175,2.74
uniform,0.6,7,0.466666666666667,0.217777777777778,0.7,0.9,60,36,2.4,1.44,competence_rescuable,0.706968745589256,60.7369058316508,77.9217094224296,-17.1848035907788,200,1.0,1.0,1.0,69.1,54.2,81.825,14.899999999999991,-12.725000000000009,14.9,-12.725,69.1,70.0,78.0,81.0,0.21316825904471653,1.0,24.175,2.47
uniform,0.6,7,0.466666666666667,0.217777777777778,0.7,1.0,60,36,2.4,1.44,competence_rescuable,0.706968745589256,57.6487394727665,77.9217094224296,-20.2729699496631,200,1.0,1.0,1.0,63.0,51.05,81.825,11.950000000000003,-18.825000000000003,11.95,-18.825,63.0,60.0,75.0,76.04999999999998,0.19085065636205326,1.0,24.175,2.18
uniform,0.6,8,0.533333333333333,0.284444444444444,0.7,0.7,60,36,2.6,1.56,structural_win,0.7,77.0226940078853,77.9217094224296,-0.899015414544223,200,1.0,1.0,1.0,79.29,56.92,81.825,22.370000000000005,-2.5349999999999966,22.37,-2.535,79.29,80.0,86.1,88.04999999999998,0.26686771467622744,1.0,22.89,2.905
uniform,0.6,8,0.533333333333333,0.284444444444444,0.7,0.8,60,36,2.6,1.56,structural_win,0.7,72.3481309173087,77.9217094224296,-5.57357850512086,200,1.0,1.0,1.0,72.04,51.735,81.825,20.305000000000007,-9.784999999999997,20.305,-9.785,72.04,75.0,79.1,82.0,0.26608868623698306,1.0,22.89,2.675
uniform,0.6,8,0.533333333333333,0.284444444444444,0.7,0.9,60,36,2.6,1.56,structural_win,0.7,56.962925587334105,77.9217094224296,-20.9587838350954,200,1.0,1.0,1.0,63.255,47.725,81.825,15.530000000000001,-18.57,15.53,-18.57,63.255,61.0,74.1,76.04999999999998,0.233237182582886,1.0,22.89,2.225
uniform,0.6,8,0.533333333333333,0.284444444444444,0.7,1.0,60,36,2.6,1.56,structural_win,0.7,53.7756506903489,77.9217094224296,-24.1460587320807,200,1.0,1.0,1.0,56.685,44.38,81.825,12.305,-25.14,12.305,-25.14,56.685,55.0,63.099999999999994,72.04999999999998,0.21016827778485778,1.0,22.89,2.05
uniform,0.6,9,0.6,0.36,0.7,0.7,60,36,2.8,1.68,structural_win,0.7,74.8834461553872,77.9217094224296,-3.03826326704231,200,1.0,1.0,1.0,76.535,51.255,81.825,25.279999999999994,-5.290000000000006,25.28,-5.29,76.535,77.0,84.0,86.0,0.3191656513470328,1.0,21.205,2.84
uniform,0.6,9,0.6,0.36,0.7,0.8,60,36,2.8,1.68,structural_win,0.7,56.5724958728492,77.9217094224296,-21.349213549580398,200,1.0,1.0,1.0,66.92,46.015,81.825,20.905,-14.905000000000001,20.905,-14.905,66.92,69.0,77.0,78.0,0.2992869399403302,1.0,21.205,2.45
uniform,0.6,9,0.6,0.36,0.7,0.9,60,36,2.8,1.68,structural_win,0.7,52.7668876486329,77.9217094224296,-25.1548217737966,200,1.0,1.0,1.0,56.98,41.45,81.825,15.529999999999994,-24.845000000000006,15.53,-24.845,56.98,55.0,72.0,73.0,0.26156119632780017,1.0,21.205,2.095
uniform,0.6,9,0.6,0.36,0.7,1.0,60,36,2.8,1.68,structural_win,0.7,49.616930752661,77.9217094224296,-28.3047786697685,200,1.0,1.0,1.0,51.08,37.74,81.825,13.339999999999996,-30.745000000000005,13.34,-30.745,51.08,51.0,54.0,55.0,0.2532523633617367,1.0,21.205,2.0
uniform,0.6,10,0.666666666666667,0.444444444444444,0.7,0.7,60,36,3.0,1.8,structural_win,0.7,72.179410053679,77.9217094224296,-5.74229936875054,200,1.0,1.0,1.0,71.025,44.4,81.825,26.625000000000007,-10.799999999999997,26.625,-10.8,71.025,74.0,80.1,83.0,0.3536771594080827,1.0,19.83,2.69
uniform,0.6,10,0.666666666666667,0.444444444444444,0.7,0.8,60,36,3.0,1.8,structural_win,0.7,52.2293535025674,77.9217094224296,-25.6923559198622,200,1.0,1.0,1.0,58.93,39.245,81.825,19.685000000000002,-22.895000000000003,19.685,-22.895,58.93,55.0,74.0,74.04999999999998,0.31179658327969884,1.0,19.83,2.19
uniform,0.6,10,0.666666666666667,0.444444444444444,0.7,0.9,60,36,3.0,1.8,structural_win,0.7,48.614432408081505,77.9217094224296,-29.307277014348095,200,1.0,1.0,1.0,50.465,34.935,81.825,15.530000000000001,-31.36,15.53,-31.36,50.465,50.0,54.0,55.0,0.2908215258894697,1.0,19.83,2.0
uniform,0.6,10,0.666666666666667,0.444444444444444,0.7,1.0,60,36,3.0,1.8,structural_win,0.7,45.6525423897401,77.9217094224296,-32.2691670326894,200,1.0,1.0,1.0,46.815,31.505,81.825,15.309999999999999,-35.010000000000005,15.31,-35.01,46.815,47.0,49.0,50.0,0.31007851436193873,1.0,19.83,2.0
uniform,0.6,11,0.733333333333333,0.537777777777778,0.7,0.7,60,36,3.2,1.92,structural_win,0.7,52.339748739847,77.9217094224296,-25.581960682582597,200,1.0,1.0,1.0,63.53,38.325,81.825,25.205,-18.295,25.205,-18.295,63.53,60.0,77.0,81.0,0.37032600590168085,1.0,18.56,2.395
uniform,0.6,11,0.733333333333333,0.537777777777778,0.7,0.8,60,36,3.2,1.92,structural_win,0.7,48.1768740119251,77.9217094224296,-29.744835410504503,200,1.0,1.0,1.0,51.965,33.43,81.825,18.535000000000004,-29.86,18.535,-29.86,51.965,51.0,57.099999999999994,73.0,0.3361546310031766,1.0,18.56,2.065
uniform,0.6,11,0.733333333333333,0.537777777777778,0.7,0.9,60,36,3.2,1.92,structural_win,0.7,44.8835243488347,77.9217094224296,-33.0381850735948,200,1.0,1.0,1.0,47.055,29.735,81.825,17.32,-34.77,17.32,-34.77,47.055,47.0,50.0,51.0,0.3475287450550586,1.0,18.56,2.0
uniform,0.6,11,0.733333333333333,0.537777777777778,0.7,1.0,60,36,3.2,1.92,structural_win,0.7,42.2116004654172,77.9217094224296,-35.7101089570124,200,1.0,1.0,1.0,43.495,26.55,81.825,16.944999999999997,-38.330000000000005,16.945,-38.33,43.495,43.0,45.0,46.0,0.3747066114790351,1.0,18.56,2.0
uniform,0.6,13,0.866666666666667,0.751111111111111,0.7,0.7,60,36,3.6,2.16,structural_win,0.7,45.0243810261503,77.9217094224296,-32.8973283962793,200,1.0,1.0,1.0,47.83,28.255,81.825,19.575,-33.995000000000005,19.575,-33.995,47.83,47.0,51.0,53.14999999999995,0.41151207834222925,1.0,17.025,2.03
uniform,0.6,13,0.866666666666667,0.751111111111111,0.7,0.8,60,36,3.6,2.16,structural_win,0.7,41.769422279991,77.9217094224296,-36.1522871424386,200,1.0,1.0,1.0,43.66,24.46,81.825,19.199999999999996,-38.165000000000006,19.2,-38.165,43.66,43.0,47.0,48.0,0.43670775028596837,1.0,17.025,2.0
uniform,0.6,13,0.866666666666667,0.751111111111111,0.7,0.9,60,36,3.6,2.16,structural_win,0.7,39.2295540023066,77.9217094224296,-38.6921554201229,200,1.0,1.0,1.0,40.99,21.615,81.825,19.375000000000004,-40.835,19.375,-40.835,40.99,41.0,43.0,44.0,0.4642269048232109,1.0,17.025,2.0
uniform,0.6,13,0.866666666666667,0.751111111111111,0.7,1.0,60,36,3.6,2.16,structural_win,0.7,37.1923431928153,77.9217094224296,-40.7293662296142,200,1.0,1.0,1.0,38.25,19.1,81.825,19.15,-43.575,19.15,-43.575,38.25,38.0,39.0,40.0,0.4969516781010347,1.0,17.025,2.0
uniform,0.6,15,1.0,1.0,0.7,0.7,60,36,4.0,2.4,structural_win,0.7,40.0634947267608,77.9217094224296,-37.8582146956687,200,1.0,1.0,1.0,42.95,21.7,81.825,21.250000000000004,-38.875,21.25,-38.875,42.95,43.0,46.099999999999994,47.0,0.493160313993023,0.995,16.0,2.01
uniform,0.6,15,1.0,1.0,0.7,0.8,60,36,4.0,2.4,structural_win,0.7,37.6104561408793,77.9217094224296,-40.3112532815503,200,1.0,1.0,1.0,39.195,18.715,81.825,20.48,-42.63,20.48,-42.63,39.195,40.0,42.0,43.0,0.5134480809434427,0.97,16.0,1.975
uniform,0.6,15,1.0,1.0,0.7,0.9,60,36,4.0,2.4,structural_win,0.7,14.7023574843115,77.9217094224296,-63.219351938118095,200,1.0,1.0,1.0,32.335,16.335,81.825,16.0,-49.49,16.0,-49.49,32.335,37.0,39.0,39.04999999999998,0.42153586412026717,0.76,16.0,1.76
uniform,0.6,15,1.0,1.0,0.7,1.0,60,36,4.0,2.4,structural_win,0.7,13.1757146767632,77.9217094224296,-64.7459947456664,200,1.0,1.0,1.0,14.0,14.0,81.825,0.0,-67.825,0.0,-67.825,14.0,14.0,14.0,14.0,0.0,0.0,nan,1.0
uniform,1.0,4,0.266666666666667,0.0711111111111111,0.7,0.7,60,60,1.8,1.8,unrescuable,nan,90.4242633474739,77.9217094224623,12.5025539250116,200,1.0,1.0,1.0,98.87,75.525,89.21,23.345,9.66000000000001,23.345,9.66,98.87,95.0,120.1,123.0,0.23583693264808203,1.0,31.785,2.1
uniform,1.0,4,0.266666666666667,0.0711111111111111,0.7,0.8,60,60,1.8,1.8,unrescuable,nan,86.5060437643721,77.9217094224623,8.58433434190981,200,1.0,1.0,1.0,91.935,71.74,89.21,20.195000000000007,2.7250000000000085,20.195,2.725,91.935,89.0,107.1,114.04999999999998,0.22719849952276905,1.0,31.785,2.035
uniform,1.0,4,0.266666666666667,0.0711111111111111,0.7,0.9,60,60,1.8,1.8,unrescuable,nan,83.2918983441778,77.9217094224623,5.37018892171545,200,1.0,1.0,1.0,87.325,68.52,89.21,18.805000000000007,-1.884999999999991,18.805,-1.885,87.325,85.0,97.19999999999999,107.14999999999995,0.2244481773842513,1.0,31.785,2.015
uniform,1.0,4,0.266666666666667,0.0711111111111111,0.7,1.0,60,60,1.8,1.8,unrescuable,nan,80.6035054198461,77.9217094224623,2.68179599738384,200,1.0,1.0,1.0,83.64,66.015,89.21,17.625,-5.569999999999993,17.625,-5.57,83.64,82.5,92.1,98.04999999999998,0.22670928712104793,1.0,31.785,2.0
uniform,1.0,7,0.466666666666667,0.217777777777778,0.7,0.7,60,60,2.4,2.4,unrescuable,nan,117.53366826918901,77.9217094224623,39.6119588467263,200,1.0,1.0,1.0,111.69,62.93,89.21,48.76,22.480000000000004,48.76,22.48,111.69,120.5,128.0,131.0,0.4200131622635358,1.0,24.22,2.5
uniform,1.0,7,0.466666666666667,0.217777777777778,0.7,0.8,60,60,2.4,2.4,unrescuable,nan,84.81119813073751,77.9217094224623,6.88948870827517,200,1.0,1.0,1.0,98.02,58.245,89.21,39.775,8.810000000000002,39.775,8.81,98.02,92.5,123.0,125.0,0.39277249424613797,1.0,24.22,2.205
uniform,1.0,7,0.466666666666667,0.217777777777778,0.7,0.9,60,60,2.4,2.4,unrescuable,nan,81.1023344957539,77.9217094224623,3.18062507329159,200,1.0,1.0,1.0,87.205,54.595,89.21,32.61,-2.0049999999999955,32.61,-2.005,87.205,83.0,105.0,116.04999999999998,0.3705197518108991,1.0,24.22,2.04
uniform,1.0,7,0.466666666666667,0.217777777777778,0.7,1.0,60,60,2.4,2.4,unrescuable,nan,78.0052870634427,77.9217094224623,0.0835776409803657,200,1.0,1.0,1.0,81.12,51.44,89.21,29.680000000000007,-8.08999999999999,29.68,-8.09,81.12,80.0,88.0,94.04999999999998,0.36817592192349535,1.0,24.22,2.005
uniform,1.0,8,0.533333333333333,0.284444444444444,0.7,0.7,60,60,2.6,2.6,competence_rescuable,0.918005236983299,120.430911502665,77.9217094224623,42.5092020802031,200,1.0,1.0,1.0,114.655,57.425,89.21,57.230000000000004,25.445000000000007,57.23,25.445,114.655,122.0,131.0,133.0,0.47560105172109013,1.0,22.59,2.615
uniform,1.0,8,0.533333333333333,0.284444444444444,0.7,0.8,60,60,2.6,2.6,competence_rescuable,0.918005236983299,82.3139125274499,77.9217094224623,4.39220310498757,200,1.0,1.0,1.0,97.76,52.1,89.21,45.660000000000004,8.550000000000011,45.66,8.55,97.76,92.0,122.0,125.0,0.4439373271846491,1.0,22.59,2.215
uniform,1.0,8,0.533333333333333,0.284444444444444,0.7,0.9,60,60,2.6,2.6,competence_rescuable,0.918005236983299,78.530244986127,77.9217094224623,0.608535563664745,200,1.0,1.0,1.0,83.345,47.805,89.21,35.54,-5.864999999999995,35.54,-5.865,83.345,80.0,95.0,106.04999999999998,0.41291156078225155,1.0,22.59,2.02
uniform,1.0,8,0.533333333333333,0.284444444444444,0.7,1.0,60,60,2.6,2.6,competence_rescuable,0.918005236983299,75.381367455512,77.9217094224623,-2.54034196695032,200,1.0,1.0,1.0,76.94,44.47,89.21,32.47,-12.269999999999996,32.47,-12.27,76.94,76.0,81.0,84.0,0.4140405864303672,1.0,22.59,2.0
uniform,1.0,9,0.6,0.36,0.7,0.7,60,60,2.8,2.8,competence_rescuable,0.828633433580399,119.80344170572499,77.9217094224623,41.8817322832625,200,1.0,1.0,1.0,110.555,50.325,89.21,60.230000000000004,21.345000000000013,60.23,21.345,110.555,121.0,128.0,130.0,0.5122950339157066,1.0,21.1,2.54
uniform,1.0,9,0.6,0.36,0.7,0.8,60,60,2.8,2.8,competence_rescuable,0.828633433580399,79.0725064907123,77.9217094224623,1.15079706825003,200,1.0,1.0,1.0,91.32,45.275,89.21,46.044999999999995,2.1099999999999994,46.045,2.11,91.32,81.0,123.0,125.0,0.4715056015280606,1.0,21.1,2.195
uniform,1.0,9,0.6,0.36,0.7,0.9,60,60,2.8,2.8,competence_rescuable,0.828633433580399,75.3279197694376,77.9217094224623,-2.59378965302469,200,1.0,1.0,1.0,77.95,40.95,89.21,37.0,-11.259999999999991,37.0,-11.26,77.95,76.0,83.1,94.04999999999998,0.45309849328603513,1.0,21.1,2.015
uniform,1.0,9,0.6,0.36,0.7,1.0,60,60,2.8,2.8,competence_rescuable,0.828633433580399,72.2335914986512,77.9217094224623,-5.688117923811131,200,1.0,1.0,1.0,72.765,37.4,89.21,35.365,-16.444999999999993,35.365,-16.445,72.765,73.0,76.0,77.0,0.4660952733434076,1.0,21.1,2.0
uniform,1.0,10,0.666666666666667,0.444444444444444,0.7,0.7,60,60,3.0,3.0,competence_rescuable,0.741502052545547,79.9024991302576,77.9217094224623,1.9807897077953398,200,1.0,1.0,1.0,102.24,43.685,89.21,58.55499999999999,13.030000000000001,58.555,13.03,102.24,101.5,126.0,127.0,0.5376007091200045,1.0,19.79,2.38
uniform,1.0,10,0.666666666666667,0.444444444444444,0.7,0.8,60,60,3.0,3.0,competence_rescuable,0.741502052545547,75.4426470374165,77.9217094224623,-2.47906238504584,200,1.0,1.0,1.0,81.02,38.635,89.21,42.385,-8.189999999999998,42.385,-8.19,81.02,77.0,94.0,117.19999999999993,0.49881072987506053,1.0,19.79,2.05
uniform,1.0,10,0.666666666666667,0.444444444444444,0.7,0.9,60,60,3.0,3.0,competence_rescuable,0.741502052545547,71.8787522011553,77.9217094224623,-6.04295722130701,200,1.0,1.0,1.0,72.965,34.81,89.21,38.155,-16.24499999999999,38.155,-16.245,72.965,73.0,76.1,78.0,0.505303804002276,1.0,19.79,2.0
uniform,1.0,10,0.666666666666667,0.444444444444444,0.7,1.0,60,60,3.0,3.0,competence_rescuable,0.741502052545547,68.9617547253147,77.9217094224623,-8.95995469714762,200,1.0,1.0,1.0,69.69,31.46,89.21,38.23,-19.519999999999996,38.23,-19.52,69.69,69.0,72.0,73.0,0.5281897327752366,1.0,19.79,2.0
uniform,1.0,11,0.733333333333333,0.537777777777778,0.7,0.7,60,60,3.2,3.2,structural_win,0.7,75.9572526019929,77.9217094224623,-1.9644568204694197,200,1.0,1.0,1.0,92.79,38.315,89.21,54.47500000000001,3.5800000000000125,54.475,3.58,92.79,79.0,124.0,125.04999999999998,0.5550229951547174,1.0,18.665,2.29
