panel,pairing,policy,n,C,D,Omega,h,H,Theta,K,R,event_fraction,mean_T_tilde,median_T_tilde,q90_T_tilde,q95_T_tilde,mean_blocked_fraction,prob_any_block,T_free_theory,T_theory,delay_theory,first_exhaustion_theory,exact_T_expected,exact_delay_expected,exact_identity_note,T_error
B,product,matched,4,40,40,1.0,0.9,0.81,0.8,14,500,1.0,17.964,18.0,20.0,20.0,0.0258168775033763,0.332,16.4692194683084,16.4692194683448,3.63797880709171e-11,40.0,,,,1.4947805316551985
B,product,matched,4,40,40,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767995,13.1757146767632,-3.63797880709171e-11,40.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,matched,4,40,60,1.5,0.0,0.0,0.8,14,500,1.0,76.688,76.0,79.0,81.0,0.2931136617953354,1.0,54.3794587231332,74.3794587231241,19.9999999999909,40.0,,,h0_matched_equals_uniform_pathwise,2.3085412768759
B,product,matched,4,40,60,1.5,0.5,0.25,0.8,14,500,1.0,58.356,62.0,64.0,65.0,0.3127372516666613,1.0,39.6782912489243,39.6782912489289,4.5474735088646396e-12,40.0,,,,18.6777087510711
B,product,matched,4,40,60,1.5,0.9,0.81,0.8,14,500,1.0,18.03,18.0,20.0,21.0,0.0273761470540646,0.366,16.4692194683084,16.4692194683448,3.63797880709171e-11,40.0,,,,1.560780531655201
B,product,matched,4,40,60,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,40.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,matched,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,55.722,55.0,58.0,59.0,0.0012383584000493,0.05,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.3425412768832032
B,product,matched,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,41.04,41.0,43.0,44.0,0.0120203144439964,0.302,39.6782912489653,39.6782912489653,0.0,56.0,,,,1.3617087510346977
B,product,matched,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,17.978,18.0,20.0,20.0,0.0199631806789701,0.294,16.4692194683357,16.4692194683521,1.63709046319127e-11,40.0,,,,1.5087805316479006
B,product,matched,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767413,-4.911271389573809e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232586995
B,product,matched,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.834,62.0,66.0,68.0,0.1172451257330675,0.984,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,7.4545412768395
B,product,matched,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,41.624,41.0,45.0,46.0,0.0291041408851318,0.496,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,1.9457087510639042
B,product,matched,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,17.928,18.0,20.0,20.0,0.0187574334386691,0.27,16.4692194683084,16.4692194683448,3.63868934982747e-11,40.0,,,,1.4587805316552007
B,product,matched,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,matched,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,65.814,64.0,79.0,85.0,0.1668478044220821,0.972,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,11.43454127683949
B,product,matched,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,41.794,41.0,45.0,46.0,0.0321230672008022,0.54,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,2.1157087510638988
B,product,matched,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,17.982,18.0,20.0,20.0,0.019121569833675,0.298,16.4692194683255,16.4692194683448,1.9333867840032297e-11,40.0,,,,1.5127805316551992
B,product,matched,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,matched,4,120,72,0.6,0.0,0.0,0.8,14,500,1.0,55.612,55.0,58.0,58.0,0.0,0.0,54.3794587231332,54.3794587231168,-1.63709046319127e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.2325412768832038
B,product,matched,4,120,72,0.6,0.5,0.25,0.8,14,500,1.0,40.588,40.0,42.0,42.0,0.0,0.0,39.6782912489653,39.6782912489653,0.0,120.0,,,,0.9097087510346995
B,product,matched,4,120,72,0.6,0.9,0.81,0.8,14,500,1.0,17.738,18.0,19.0,19.0,0.000395238095238,0.008,16.4692194683357,16.4692194683521,1.63709046319127e-11,120.0,,,,1.2687805316478986
B,product,matched,4,120,72,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767413,-4.911271389573809e-11,120.0,14.0,0.0,h1_matched_single_carrier,0.8242853232586995
B,product,matched,4,120,120,1.0,0.0,0.0,0.8,14,500,1.0,55.544,55.0,58.0,59.0,0.0,0.0,54.3794587231332,54.3794587231605,2.72848410531878e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.1645412768394934
B,product,matched,4,120,120,1.0,0.5,0.25,0.8,14,500,1.0,40.672,40.0,42.0,43.0,4.54545454545454e-05,0.002,39.6782912489243,39.6782912489107,-1.36424205265939e-11,120.0,,,,0.9937087510892937
B,product,matched,4,120,120,1.0,0.9,0.81,0.8,14,500,1.0,17.848,18.0,19.0,19.0,0.0002861471861471,0.006,16.4692194683084,16.4692194683084,0.0,120.0,,,,1.3787805316916
B,product,matched,4,120,120,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,120.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,matched,4,120,180,1.5,0.0,0.0,0.8,14,500,1.0,55.754,55.0,58.0,59.0,0.0,0.0,54.3794587231332,54.3794587231605,2.72848410531878e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.3745412768394942
B,product,matched,4,120,180,1.5,0.5,0.25,0.8,14,500,1.0,40.614,40.0,42.0,43.0,0.0,0.0,39.6782912489243,39.6782912489107,-1.36424205265939e-11,120.0,,,,0.9357087510892939
B,product,matched,4,120,180,1.5,0.9,0.81,0.8,14,500,1.0,17.794,18.0,19.0,19.0,0.0006857142857142,0.012,16.4692194683255,16.4692194683084,-1.7053025658242398e-11,120.0,,,,1.3247805316916015
B,product,matched,4,120,180,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,120.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
B,product,uniform,4,40,24,0.6,0.0,0.0,0.8,14,500,1.0,55.986,56.0,58.0,59.0,0.0085827084304491,0.304,54.3794587231605,54.3794587231823,2.1827872842550297e-11,40.0,,,h0_matched_equals_uniform_pathwise,1.606541276817694
B,product,uniform,4,40,24,0.6,0.5,0.25,0.8,14,500,1.0,54.284,54.0,58.0,59.0,0.2506974405424803,1.0,39.6782912489107,53.5302502828417,13.8519590339311,16.0,,,,0.7537497171582999
B,product,uniform,4,40,24,0.6,0.9,0.81,0.8,14,500,1.0,31.064,31.0,32.0,33.0,0.4227775864299606,1.0,16.4692194683084,29.6513073727507,13.1820879044423,10.8108108108108,,,,1.4126926272492994
B,product,uniform,4,40,24,0.6,1.0,1.0,0.8,14,500,1.0,28.0,28.0,28.0,28.0,0.5,1.0,13.1757146767632,27.1757146767632,14.0,10.0,28.0,14.0,h1_uniform_learning_spans_windows,0.8242853232368006
B,product,uniform,4,40,40,1.0,0.0,0.0,0.8,14,500,1.0,61.188,61.0,65.0,66.0,0.1037218559963071,1.0,54.3794587231787,54.3794587231241,-5.4569682106375694e-11,40.0,,,h0_matched_equals_uniform_pathwise,6.8085412768759
B,product,uniform,4,40,40,1.0,0.5,0.25,0.8,14,500,1.0,77.364,81.0,85.0,86.0,0.4601617270658124,1.0,39.6782912489471,81.7993789267493,42.1210876778023,16.0,,,,-4.435378926749294
B,product,uniform,4,40,40,1.0,0.9,0.81,0.8,14,500,1.0,46.81,47.0,48.0,48.0,0.6151082849698624,1.0,16.4692194683084,45.6427164162144,29.173496947906,10.8108108108108,,,,1.1672835837856042
B,product,uniform,4,40,40,1.0,1.0,1.0,0.8,14,500,1.0,44.0,44.0,44.0,44.0,0.6818181818181818,1.0,13.1757146767995,43.1757146767632,29.9999999999636,10.0,44.0,30.0,h1_uniform_learning_spans_windows,0.8242853232368006
B,product,uniform,4,40,60,1.5,0.0,0.0,0.8,14,500,1.0,76.688,76.0,79.0,81.0,0.2931136617953354,1.0,54.3794587231332,74.3794587231241,19.9999999999909,40.0,,,h0_matched_equals_uniform_pathwise,2.3085412768759
B,product,uniform,4,40,60,1.5,0.5,0.25,0.8,14,500,1.0,94.476,90.0,121.0,122.0,0.5450559501805325,1.0,39.6782912489243,97.8724777091629,58.1941864602386,16.0,,,,-3.3964777091628946
B,product,uniform,4,40,60,1.5,0.9,0.81,0.8,14,500,1.0,66.652,67.0,68.0,68.0,0.72814329728497,1.0,16.4692194683084,65.6320141479404,49.162794679632,10.8108108108108,,,,1.0199858520596052
B,product,uniform,4,40,60,1.5,1.0,1.0,0.8,14,500,1.0,64.0,64.0,64.0,64.0,0.78125,1.0,13.1757146767768,63.1757146767632,49.9999999999864,10.0,64.0,50.0,h1_uniform_learning_spans_windows,0.8242853232368006
B,product,uniform,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,55.722,55.0,58.0,59.0,0.0012383584000493,0.05,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.3425412768832032
B,product,uniform,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,50.534,50.0,54.0,55.0,0.1979313299940291,1.0,39.6782912489653,50.0482325304765,10.3699412815113,24.0,,,,0.4857674695235019
B,product,uniform,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,37.304,37.0,39.0,39.0,0.5182190568300514,0.996,16.4692194683357,36.2423579550334,19.7731384866977,16.2162162162162,,,,1.0616420449666037
B,product,uniform,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767632,-2.72848410531878e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
B,product,uniform,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.834,62.0,66.0,68.0,0.1172451257330675,0.984,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,7.4545412768395
B,product,uniform,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,71.312,71.0,75.0,76.0,0.4248494490354799,1.0,39.6782912489243,71.1167987537629,31.4385075048385,24.0,,,,0.19520124623710444
B,product,uniform,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,60.18,61.0,62.0,62.0,0.6972357697054874,0.998,16.4692194683084,60.229497265379,43.7602777970706,16.2162162162162,,,,-0.0494972653790029
B,product,uniform,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
B,product,uniform,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,65.814,64.0,79.0,85.0,0.1668478044220821,0.972,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,11.43454127683949
B,product,uniform,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,98.254,98.0,102.0,103.0,0.5689655130583089,1.0,39.6782912489243,97.9878155001788,58.3095242512545,24.0,,,,0.2661844998212075
B,product,uniform,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,87.702,91.0,92.0,92.0,0.7830879818597465,0.998,16.4692194683255,90.2135030813971,73.7442836130716,16.2162162162162,,,,-2.511503081397109
B,product,uniform,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
B,product,uniform,4,120,72,0.6,0.0,0.0,0.8,14,500,1.0,55.612,55.0,58.0,58.0,0.0,0.0,54.3794587231332,54.3794587231168,-1.63709046319127e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.2325412768832038
B,product,uniform,4,120,72,0.6,0.5,0.25,0.8,14,500,1.0,41.014,40.0,43.0,46.0,0.0109738829056549,0.104,39.6782912489653,39.6782912489434,-2.1827872842550297e-11,48.0,,,,1.3357087510566004
B,product,uniform,4,120,72,0.6,0.9,0.81,0.8,14,500,1.0,17.736,18.0,19.0,19.0,0.0,0.0,16.4692194683357,16.4692194683232,-1.25339738588082e-11,32.4324324324324,,,,1.266780531676801
B,product,uniform,4,120,72,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767632,-2.72848410531878e-11,30.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
B,product,uniform,4,120,120,1.0,0.0,0.0,0.8,14,500,1.0,55.544,55.0,58.0,59.0,0.0,0.0,54.3794587231332,54.3794587231605,2.72848410531878e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.1645412768394934
B,product,uniform,4,120,120,1.0,0.5,0.25,0.8,14,500,1.0,41.268,40.0,43.0,47.0,0.0149937781012282,0.128,39.6782912489243,39.6782912489434,1.90993887372315e-11,48.0,,,,1.5897087510565981
B,product,uniform,4,120,120,1.0,0.9,0.81,0.8,14,500,1.0,17.844,18.0,19.0,19.0,0.0,0.0,16.4692194683084,16.4692194683232,1.47508671943797e-11,32.4324324324324,,,,1.3747805316768016
B,product,uniform,4,120,120,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,30.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
B,product,uniform,4,120,180,1.5,0.0,0.0,0.8,14,500,1.0,55.754,55.0,58.0,59.0,0.0,0.0,54.3794587231332,54.3794587231605,2.72848410531878e-11,120.0,,,h0_matched_equals_uniform_pathwise,1.3745412768394942
B,product,uniform,4,120,180,1.5,0.5,0.25,0.8,14,500,1.0,40.968,40.0,43.0,45.0,0.0099713347194741,0.116,39.6782912489243,39.6782912489434,1.90993887372315e-11,48.0,,,,1.289708751056601
B,product,uniform,4,120,180,1.5,0.9,0.81,0.8,14,500,1.0,17.786,18.0,19.0,19.0,0.0,0.0,16.4692194683255,16.4692194683232,-2.3021584638627198e-12,32.4324324324324,,,,1.3167805316768018
B,product,uniform,4,120,180,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,30.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
C,product,matched,4,60,60,1.0,0.0,0.0,0.7,9,500,1.0,35.458,35.0,37.0,38.0,0.0049089661796755,0.096,34.3096184915566,34.3096184915703,1.36424205265939e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.1483815084297007
C,product,matched,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.562,62.0,66.0,68.0,0.114081086549529,0.966,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,7.182541276839494
C,product,matched,4,60,60,1.0,0.0,0.0,0.9,22,500,1.0,96.814,96.0,102.0,104.0,0.0812444098272529,1.0,88.6890772146899,88.6890772146762,-1.36424205265939e-11,60.0,,,h0_matched_equals_uniform_pathwise,8.12492278532379
C,product,matched,4,60,60,1.0,0.5,0.25,0.7,9,500,1.0,23.512,23.0,25.0,26.0,0.0025682584592929,0.044,22.2114859063822,22.211485906344,-3.8198777474463e-11,56.0,,,,1.3005140936560018
C,product,matched,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,41.66,41.0,45.0,46.0,0.0306045968189555,0.494,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,1.9817087510638984
C,product,matched,4,60,60,1.0,0.5,0.25,0.9,22,500,1.0,101.25,100.0,113.0,121.0,0.0814032136502959,1.0,85.4571441419239,88.082705808476,2.62556166655213,56.0,,,,13.167294191523993
C,product,matched,4,60,60,1.0,0.9,0.81,0.7,9,500,1.0,11.262,11.0,12.0,13.0,0.0087252747252747,0.1,10.0699557845928,10.0699557846383,4.547828780232519e-11,40.0,,,,1.192044215361701
C,product,matched,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,17.984,18.0,20.0,20.0,0.0197525087422112,0.292,16.4692194683084,16.4692194683448,3.63868934982747e-11,40.0,,,,1.5147805316552017
C,product,matched,4,60,60,1.0,0.9,0.81,0.9,22,500,1.0,30.95,31.0,33.0,34.0,0.0320074960433831,0.564,29.4717933064248,29.4717933064385,1.3649525953951499e-11,40.0,,,,1.4782066935615
C,product,matched,4,60,60,1.0,1.0,1.0,0.7,9,500,1.0,9.0,9.0,9.0,9.0,0.0,0.0,8.31295041418798,8.31295041414705,-4.0927261579781797e-11,60.0,9.0,0.0,h1_matched_single_carrier,0.6870495858529502
C,product,matched,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
C,product,matched,4,60,60,1.0,1.0,1.0,0.9,22,500,1.0,22.0,22.0,22.0,22.0,0.0,0.0,21.4886650908966,21.4886650909102,1.36424205265939e-11,60.0,22.0,0.0,h1_matched_single_carrier,0.5113349090898005
C,product,uniform,4,60,60,1.0,0.0,0.0,0.7,9,500,1.0,35.458,35.0,37.0,38.0,0.0049089661796755,0.096,34.3096184915566,34.3096184915703,1.36424205265939e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.1483815084297007
C,product,uniform,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.562,62.0,66.0,68.0,0.114081086549529,0.966,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,7.182541276839494
C,product,uniform,4,60,60,1.0,0.0,0.0,0.9,22,500,1.0,96.814,96.0,102.0,104.0,0.0812444098272529,1.0,88.6890772146899,88.6890772146762,-1.36424205265939e-11,60.0,,,h0_matched_equals_uniform_pathwise,8.12492278532379
C,product,uniform,4,60,60,1.0,0.5,0.25,0.7,9,500,1.0,26.992,25.0,34.0,38.0,0.1042904097704411,0.554,22.2114859063822,22.2114859063877,5.4569682106375694e-12,24.0,,,,4.7805140936123
C,product,uniform,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,71.01,71.0,74.0,75.0,0.4218485569205256,1.0,39.6782912489243,71.1167987537629,31.4385075048385,24.0,,,,-0.10679875376288805
C,product,uniform,4,60,60,1.0,0.5,0.25,0.9,22,500,1.0,140.582,138.0,156.0,167.0,0.4490099791675209,1.0,85.4571441419239,138.744341386948,53.2871972450239,24.0,,,,1.8376586130519854
C,product,uniform,4,60,60,1.0,0.9,0.81,0.7,9,500,1.0,11.26,11.0,12.0,13.0,0.0,0.0,10.0699557845928,10.0699557845891,-3.68949315543432e-12,16.2162162162162,,,,1.1900442154109
C,product,uniform,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,59.942,61.0,62.0,62.0,0.6938569710802373,0.998,16.4692194683084,60.229497265379,43.7602777970706,16.2162162162162,,,,-0.28749726537900244
C,product,uniform,4,60,60,1.0,0.9,0.81,0.9,22,500,1.0,74.374,74.0,75.0,76.0,0.5850868096183126,1.0,29.4717933064248,73.1941564058031,43.7223630993782,16.2162162162162,,,,1.179843594196896
C,product,uniform,4,60,60,1.0,1.0,1.0,0.7,9,500,1.0,9.0,9.0,9.0,9.0,0.0,0.0,8.31295041418798,8.31295041414705,-4.0927261579781797e-11,15.0,9.0,0.0,h1_uniform_learning_fits_window,0.6870495858529502
C,product,uniform,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
C,product,uniform,4,60,60,1.0,1.0,1.0,0.9,22,500,1.0,67.0,67.0,67.0,67.0,0.6716417910447758,1.0,21.4886650908966,66.4886650909102,45.0000000000136,15.0,67.0,45.0,h1_uniform_learning_spans_windows,0.511334909089797
D,assortative,matched,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,54.922,55.0,57.0,57.0,0.0007800002881797,0.03,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,0.542541276883199
D,assortative,matched,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,40.338,40.0,42.0,43.0,0.0077699235567592,0.2,39.6782912489653,39.6782912489653,0.0,56.0,,,,0.6597087510346995
D,assortative,matched,4,60,36,0.6,0.75,0.5625,0.8,14,500,1.0,24.118,24.0,26.0,27.0,0.0052453941875493,0.096,23.5651179678098,23.5651179678098,0.0,48.0,,,,0.5528820321901975
D,assortative,matched,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,17.298,17.0,19.0,19.0,0.00915664160401,0.144,16.4692194683357,16.4692194683521,1.63709046319127e-11,40.0,,,,0.8287805316478973
D,assortative,matched,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767413,-4.911271389573809e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232586995
D,assortative,matched,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,57.772,57.0,63.0,64.0,0.0641954824649355,0.834,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,3.392541276839495
D,assortative,matched,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,40.652,40.0,43.0,43.0,0.0117151575167575,0.25,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,0.9737087510639029
D,assortative,matched,4,60,60,1.0,0.75,0.5625,0.8,14,500,1.0,23.956,24.0,26.0,27.0,0.0047841544917406,0.09,23.5651179677689,23.5651179678098,4.0927261579781797e-11,48.0,,,,0.39088203219019846
D,assortative,matched,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,17.242,17.0,19.0,19.0,0.0082068904144419,0.132,16.4692194683084,16.4692194683448,3.63868934982747e-11,40.0,,,,0.7727805316552008
D,assortative,matched,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
D,assortative,matched,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,58.694,58.0,65.0,68.0,0.0781792487528472,0.822,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,4.314541276839499
D,assortative,matched,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,40.66,40.0,42.0,44.0,0.0137957828517127,0.272,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,0.9817087510638984
D,assortative,matched,4,60,90,1.5,0.75,0.5625,0.8,14,500,1.0,24.112,24.0,26.0,27.0,0.0051744786886166,0.096,23.5651179677689,23.5651179678098,4.0927261579781797e-11,48.0,,,,0.5468820321901973
D,assortative,matched,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,17.278,17.0,19.0,19.0,0.0109955342902711,0.172,16.4692194683255,16.4692194683448,1.9333867840032297e-11,40.0,,,,0.8087805316551986
D,assortative,matched,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
D,assortative,uniform,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,54.922,55.0,57.0,57.0,0.0007800002881797,0.03,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,0.542541276883199
D,assortative,uniform,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,47.75,48.0,51.0,51.0,0.1517393805032759,0.992,39.6782912489653,47.565231279179,7.88694003021374,24.0,,,,0.1847687208209976
D,assortative,uniform,4,60,36,0.6,0.75,0.5625,0.8,14,500,1.0,40.354,40.0,42.0,42.0,0.3504379412951537,1.0,23.5651179678098,39.9735921310897,16.4084741632799,18.4615384615385,,,,0.38040786891029654
D,assortative,uniform,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,34.282,37.0,37.0,37.0,0.4460255027236685,0.95,16.4692194683357,36.1141504278584,19.6449309595227,16.2162162162162,,,,-1.8321504278584015
D,assortative,uniform,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767632,-2.72848410531878e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
D,assortative,uniform,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,57.772,57.0,63.0,64.0,0.0641954824649355,0.834,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,3.392541276839495
D,assortative,uniform,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,65.716,65.0,69.0,71.0,0.3431564871461329,1.0,39.6782912489243,65.3286640273291,25.6503727784047,24.0,,,,0.3873359726708969
D,assortative,uniform,4,60,60,1.0,0.75,0.5625,0.8,14,500,1.0,63.064,63.0,64.0,65.0,0.536209541276198,1.0,23.5651179677689,62.6677639389527,39.1026459711838,18.4615384615385,,,,0.39623606104729703
D,assortative,uniform,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,46.47,49.5,61.0,61.0,0.5370288517731469,0.95,16.4692194683084,53.0301543224315,36.5609348541231,16.2162162162162,,,,-6.560154322431501
D,assortative,uniform,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
D,assortative,uniform,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,58.694,58.0,65.0,68.0,0.0781792487528472,0.822,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,4.314541276839499
D,assortative,uniform,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,85.906,89.0,93.0,94.0,0.4424690048355417,1.0,39.6782912489243,90.0859931007726,50.4077018518483,24.0,,,,-4.179993100772592
D,assortative,uniform,4,60,90,1.5,0.75,0.5625,0.8,14,500,1.0,91.424,92.0,93.0,94.0,0.6320521652084924,1.0,23.5651179677689,91.3397139108229,67.7745959430541,18.4615384615385,,,,0.08428608917711244
