panel,pairing,policy,n,C,D,Omega,h,H,Theta,K,R,event_fraction,mean_T_tilde,median_T_tilde,q90_T_tilde,q95_T_tilde,mean_blocked_fraction,prob_any_block,T_free_theory,T_theory,delay_theory,first_exhaustion_theory,exact_T_expected,exact_delay_expected,exact_identity_note,T_error
D,assortative,uniform,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,51.518,49.0,88.0,91.0,0.5521396561266853,0.95,16.4692194683255,53.0301543224161,36.5609348540906,16.2162162162162,,,,-1.5121543224161016
D,assortative,uniform,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
D,product,matched,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,55.692,55.0,58.0,59.0,0.0015619370009042,0.064,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.312541276883202
D,product,matched,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,41.036,41.0,43.0,44.0,0.0136938819948956,0.324,39.6782912489653,39.6782912489653,0.0,56.0,,,,1.3577087510347
D,product,matched,4,60,36,0.6,0.75,0.5625,0.8,14,500,1.0,24.994,25.0,27.0,28.0,0.0108124290013945,0.19,23.5651179678098,23.5651179678098,0.0,48.0,,,,1.4288820321901987
D,product,matched,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,17.98,18.0,20.0,20.0,0.0185735798653418,0.264,16.4692194683357,16.4692194683521,1.63709046319127e-11,40.0,,,,1.5107805316478995
D,product,matched,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767413,-4.911271389573809e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232586995
D,product,matched,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.34,62.0,66.0,67.0,0.1124358691468443,0.972,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,6.9605412768395
D,product,matched,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,41.664,41.0,44.0,46.0,0.0275107362765582,0.478,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,1.9857087510639033
D,product,matched,4,60,60,1.0,0.75,0.5625,0.8,14,500,1.0,24.876,25.0,27.0,28.0,0.0111279048035555,0.2,23.5651179677689,23.5651179678098,4.0927261579781797e-11,48.0,,,,1.3108820321902002
D,product,matched,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,17.978,18.0,20.0,20.0,0.0186646826222341,0.276,16.4692194683084,16.4692194683448,3.63868934982747e-11,40.0,,,,1.5087805316552014
D,product,matched,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
D,product,matched,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,66.212,64.0,78.0,85.0,0.1714135838509971,0.968,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,11.8325412768395
D,product,matched,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,41.75,41.0,44.0,46.0,0.0295699286749303,0.478,39.6782912489243,39.6782912489361,1.18234311230481e-11,56.0,,,,2.071708751063902
D,product,matched,4,60,90,1.5,0.75,0.5625,0.8,14,500,1.0,24.912,24.0,27.0,28.0,0.0092233325716223,0.162,23.5651179677689,23.5651179678098,4.0927261579781797e-11,48.0,,,,1.346882032190198
D,product,matched,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,17.946,18.0,20.0,20.0,0.0214546631730842,0.306,16.4692194683255,16.4692194683448,1.9333867840032297e-11,40.0,,,,1.4767805316552014
D,product,matched,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,60.0,14.0,0.0,h1_matched_single_carrier,0.8242853232368006
D,product,uniform,4,60,36,0.6,0.0,0.0,0.8,14,500,1.0,55.692,55.0,58.0,59.0,0.0015619370009042,0.064,54.3794587231332,54.3794587231168,-1.63709046319127e-11,60.0,,,h0_matched_equals_uniform_pathwise,1.312541276883202
D,product,uniform,4,60,36,0.6,0.5,0.25,0.8,14,500,1.0,50.466,50.0,53.0,54.0,0.1966387886730747,1.0,39.6782912489653,50.0482325304765,10.3699412815113,24.0,,,,0.4177674695235041
D,product,uniform,4,60,36,0.6,0.75,0.5625,0.8,14,500,1.0,41.774,42.0,43.0,44.0,0.3951997490963115,1.0,23.5651179678098,40.8791501474737,17.3140321796639,18.4615384615385,,,,0.8948498525262991
D,product,uniform,4,60,36,0.6,0.9,0.81,0.8,14,500,1.0,37.302,37.0,39.0,39.0,0.518796610618396,1.0,16.4692194683357,36.2423579550334,19.7731384866977,16.2162162162162,,,,1.0596420449666013
D,product,uniform,4,60,36,0.6,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767904,13.1757146767632,-2.72848410531878e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
D,product,uniform,4,60,60,1.0,0.0,0.0,0.8,14,500,1.0,61.34,62.0,66.0,67.0,0.1124358691468443,0.972,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,6.9605412768395
D,product,uniform,4,60,60,1.0,0.5,0.25,0.8,14,500,1.0,71.162,71.0,75.0,76.0,0.4233639221902943,1.0,39.6782912489243,71.1167987537629,31.4385075048385,24.0,,,,0.04520124623711297
D,product,uniform,4,60,60,1.0,0.75,0.5625,0.8,14,500,1.0,65.124,65.0,66.0,67.0,0.6048807348159203,1.0,23.5651179677689,64.5820933103096,41.0169753425407,18.4615384615385,,,,0.5419066896903928
D,product,uniform,4,60,60,1.0,0.9,0.81,0.8,14,500,1.0,59.578,61.0,62.0,62.0,0.6889484196792582,0.998,16.4692194683084,60.229497265379,43.7602777970706,16.2162162162162,,,,-0.6514972653789997
D,product,uniform,4,60,60,1.0,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767768,13.1757146767632,-1.36424205265939e-11,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
D,product,uniform,4,60,90,1.5,0.0,0.0,0.8,14,500,1.0,66.212,64.0,78.0,85.0,0.1714135838509971,0.968,54.3794587231332,54.3794587231605,2.72848410531878e-11,60.0,,,h0_matched_equals_uniform_pathwise,11.8325412768395
D,product,uniform,4,60,90,1.5,0.5,0.25,0.8,14,500,1.0,98.268,98.0,102.0,103.0,0.5701831646007578,1.0,39.6782912489243,97.9878155001788,58.3095242512545,24.0,,,,0.2801844998212033
D,product,uniform,4,60,90,1.5,0.75,0.5625,0.8,14,500,1.0,94.746,95.0,96.0,97.0,0.7208158130042426,1.0,23.5651179677689,94.2262830896652,70.6611651218964,18.4615384615385,,,,0.5197169103347932
D,product,uniform,4,60,90,1.5,0.9,0.81,0.8,14,500,1.0,88.182,91.0,92.0,92.0,0.7872684217121285,1.0,16.4692194683255,90.2135030813971,73.7442836130716,16.2162162162162,,,,-2.031503081397105
D,product,uniform,4,60,90,1.5,1.0,1.0,0.8,14,500,1.0,14.0,14.0,14.0,14.0,0.0,0.0,13.1757146767598,13.1757146767632,3.4106051316484797e-12,15.0,14.0,0.0,h1_uniform_learning_fits_window,0.8242853232368006
