policy,h,H,C,D,Omega,Lambda,chi,t0_real,t0_integer,Psi,R,event_fraction_capacity,event_fraction_free,rmst_capacity,mean_T_observed,median_T_observed,mean_T_free_observed,n_delay_estimable,mean_DeltaT,median_DeltaT,q90_DeltaT,q95_DeltaT,max_DeltaT,mean_blocked_fraction,prob_any_block,mean_n_blocked,mean_first_block_attempt_conditional,mean_windows_started
uniform,0.8,0.64,60,24,0.4,3.4,1.36,20.878635350883,21,1.18312266988337,200,1.0,1.0,28.935,28.935,29.0,22.195,200,6.74,7.0,9.0,10.0,12.0,0.210900485188457,1.0,6.075,17.405,2.0
uniform,0.8,0.64,60,36,0.6,3.4,2.04,20.878635350883,21,1.18312266988337,200,1.0,1.0,40.08,40.08,40.0,22.02,200,18.06,18.0,21.0,22.0,24.0,0.424549745345092,1.0,17.01,17.37,2.0
uniform,0.8,0.64,60,48,0.8,3.4,2.72,20.878635350883,21,1.18312266988337,200,1.0,1.0,51.815,51.815,52.0,22.015,200,29.8,30.0,32.0,33.0,35.0,0.545146709617067,1.0,28.28,17.335,2.0
uniform,0.8,0.64,60,60,1.0,3.4,3.4,20.878635350883,21,1.18312266988337,200,1.0,1.0,63.44,63.44,63.0,22.05,200,41.39,41.0,44.0,45.0,46.0,0.610548480424779,1.0,38.71,17.38,2.0
uniform,0.8,0.64,60,72,1.2,3.4,4.08,20.878635350883,21,1.18312266988337,200,1.0,1.0,75.495,75.495,76.0,22.135,200,53.36,53.0,56.0,57.0,59.0,0.658811804208772,1.0,49.735,17.355,2.0
uniform,0.8,0.64,60,90,1.5,3.4,5.1,20.878635350883,21,1.18312266988337,200,1.0,1.0,93.515,93.515,94.0,22.055,200,71.46,71.0,74.0,75.0,77.0,0.711587028846067,1.0,66.535,17.36,2.0
uniform,0.8,0.64,60,120,2.0,3.4,6.8,20.878635350883,21,1.18312266988337,200,1.0,1.0,123.08,123.08,123.0,22.18,200,100.9,101.0,104.0,105.0,107.0,0.764507486125341,1.0,94.095,17.38,2.0
uniform,0.866666666666667,0.751111111111112,60,24,0.4,3.6,1.44,17.8019707572135,18,1.06811824543281,200,1.0,1.0,26.34,26.34,26.0,18.885,200,7.455,7.0,9.0,9.05,11.0,0.279505305885344,1.0,7.36,17.06,2.0
uniform,0.866666666666667,0.751111111111112,60,36,0.6,3.6,2.16,17.8019707572135,18,1.06811824543281,200,1.0,1.0,37.61,37.61,38.0,18.725,200,18.885,19.0,21.0,21.0,23.0,0.501530115412615,1.0,18.865,17.025,2.0
uniform,0.866666666666667,0.751111111111112,60,48,0.8,3.6,2.88,17.8019707572135,18,1.06811824543281,200,1.0,1.0,49.57,49.57,50.0,18.72,200,30.85,31.0,33.0,33.0,35.0,0.617777296869291,1.0,30.63,16.97,2.0
uniform,0.866666666666667,0.751111111111112,60,60,1.0,3.6,3.6,17.8019707572135,18,1.06811824543281,200,1.0,1.0,61.38,61.38,61.0,18.795,200,42.585,43.0,44.0,44.05,46.0,0.689260298467028,1.0,42.3,17.05,2.0
uniform,0.866666666666667,0.751111111111112,60,72,1.2,3.6,4.32,17.8019707572135,18,1.06811824543281,200,1.0,1.0,73.455,73.455,73.0,18.845,200,54.61,55.0,56.0,56.0,58.0,0.738516462715595,1.0,54.16,17.035,2.0
uniform,0.866666666666667,0.751111111111112,60,90,1.5,3.6,5.4,17.8019707572135,18,1.06811824543281,200,1.0,1.0,91.42,91.42,91.0,18.775,200,72.645,73.0,74.0,74.0,76.0,0.789612155418156,1.0,72.175,16.965,2.0
uniform,0.866666666666667,0.751111111111112,60,120,2.0,3.6,7.2,17.8019707572135,18,1.06811824543281,200,1.0,1.0,121.4,121.4,121.0,18.875,200,102.525,103.0,104.0,104.05,106.0,0.836906400478097,1.0,101.6,17.04,2.0
uniform,0.933333333333333,0.87111111111111,60,24,0.4,3.8,1.52,15.2611130591458,16,0.966536497079234,200,1.0,1.0,21.13,21.13,16.0,16.3,200,4.83,0.0,9.0,9.0,12.0,0.196507455671265,0.65,4.23,16.2692307692308,1.65
uniform,0.933333333333333,0.87111111111111,60,36,0.6,3.8,2.28,15.2611130591458,16,0.966536497079234,200,1.0,1.0,25.175,25.175,16.0,16.28,200,8.895,0.0,21.0,21.0,23.0,0.260225578604549,0.57,6.57,16.2631578947368,1.57
uniform,0.933333333333333,0.87111111111111,60,48,0.8,3.8,3.04,15.2611130591458,16,0.966536497079234,200,1.0,1.0,28.425,28.425,16.0,16.25,200,12.175,0.0,33.0,33.0,35.0,0.295494477201295,0.615,8.54,16.2276422764228,1.615
uniform,0.933333333333333,0.87111111111111,60,60,1.0,3.8,3.8,15.2611130591458,16,0.966536497079234,200,1.0,1.0,30.225,30.225,16.0,16.245,200,13.98,0.0,45.0,45.0,47.0,0.310732304999493,0.63,9.315,16.2698412698413,1.63
uniform,0.933333333333333,0.87111111111111,60,72,1.2,3.8,4.56,15.2611130591458,16,0.966536497079234,200,1.0,1.0,31.58,31.58,16.0,16.23,200,15.35,0.0,56.0,56.0,58.0,0.314295645779643,0.615,9.665,16.3008130081301,1.615
uniform,0.933333333333333,0.87111111111111,60,90,1.5,3.8,5.7,15.2611130591458,16,0.966536497079234,200,1.0,1.0,33.76,33.76,16.0,16.255,200,17.505,0.0,73.0,73.0,75.0,0.340920512074024,0.675,11.51,16.2,1.675
uniform,0.933333333333333,0.87111111111111,60,120,2.0,3.8,7.6,15.2611130591458,16,0.966536497079234,200,1.0,1.0,35.705,35.705,16.0,16.23,200,19.475,0.0,75.0,75.05,77.0,0.334349176249737,0.605,11.94,16.2809917355372,1.605
uniform,1.0,1.0,60,24,0.4,4.0,1.6,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,36,0.6,4.0,2.4,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,48,0.8,4.0,3.2,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,60,1.0,4.0,4.0,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,72,1.2,4.0,4.8,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,90,1.5,4.0,6.0,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
uniform,1.0,1.0,60,120,2.0,4.0,8.0,13.1757146767426,14,0.878380978449507,200,1.0,1.0,14.0,14.0,14.0,14.0,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0
