"architecture","seed","NG","NT","n_runs","n_converged","n_nonconverged","convergence_rate","nonconvergence_rate","T_conv_mean","T_conv_median","T_conv_p75","T_conv_p90","T_conv_p95","T_conv_min","T_conv_max","T_cens_mean","T_cens_median","T_cens_p75","T_cens_p90","T_cens_p95","T_cens_min","T_cens_max","final_RB_mean","final_RB_median","final_RB_min","final_RB_max","total_edges_mean","total_edges_median","mean_degree_mean","mean_degree_median","max_degree_mean","max_degree_median","boundary_edges_mean","boundary_edges_median"
"TR_piBS_060",24345,50,50,2500,2500,0,1,0,5758.9776,5600.5,6462.25,7386,8087,2997,13078,5758.9776,5600.5,6462.25,7386,8087,2997,13078,0.8333333333,0.8333333333,0.8333333333,0.8333333333,89.16,89.5,4.458,4.475,9.76,10,12,12
